Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
Williamtown,14.4,25.3,0,5.8,5.4,S,33,NW,SSW,13,19,76,57,1015.6,1015.1,5,5,19.1,24.4,No,No
Darwin,22.8,33.6,32.2,4.6,7.5,NNE,43,SE,ESE,15,7,68,52,1008.2,1004.9,7,7,28.5,33.2,Yes,No
Darwin,21.9,31.9,0,7.8,10,SE,44,SE,E,28,30,26,27,1015.5,1011.9,5,3,23,31.1,No,No
Watsonia,9.2,15.9,0,3.2,3.1,SSW,37,W,SSW,11,15,72,65,1022.3,1021.9,7,7,13,14.6,No,No
MelbourneAirport,6.9,31.3,0,4.8,11.6,N,52,W,WNW,2,26,82,17,1010.6,1005,1,1,13.7,31,No,Yes
MelbourneAirport,2.6,15.9,0,2.6,7.6,N,44,NW,N,7,31,82,57,1026.5,1021.8,1,7,8.2,14.3,No,No
Sale,7.5,15.5,10.2,2.2,8.2,WNW,94,NW,WNW,52,65,46,44,993.9,993.3,3,6,11.6,13.2,Yes,Yes
CoffsHarbour,22,32.5,0,5.2,11.5,NE,35,SE,NE,7,22,63,68,1008.5,1005.8,1,1,28.6,31.2,No,Yes
Hobart,1.4,13.8,0.4,0.4,6.8,NNW,54,NNE,NNW,11,33,83,43,1027.1,1023.3,1,7,4.2,11.8,No,No
WaggaWagga,3.2,26.9,0,4,11.6,NNW,54,E,NW,13,33,57,7,1018.1,1010.9,3,5,12.4,26.4,No,No
Watsonia,15.8,24.8,15.6,5.2,4.1,NW,31,SW,NNW,2,17,100,48,1010.3,1008.4,7,7,18.1,23.9,Yes,No
MelbourneAirport,7.4,15.2,0,1.6,6.7,SSE,22,W,S,7,13,78,57,1025.8,1023.3,5,4,10.7,14.7,No,No
Brisbane,12,21.1,0,2.4,4.9,SSW,22,WSW,SSE,9,9,70,60,1022.3,1020.2,2,7,16.2,19.4,No,No
SydneyAirport,19.9,23.8,2.2,2.6,2,S,50,SSW,S,26,31,81,74,1016.1,1015.7,7,7,21.1,22.2,Yes,No
Perth,12.8,27.5,0,6,11.4,SE,39,SE,SE,15,13,60,37,1018.1,1014.9,2,1,18.4,27.1,No,No
Mildura,7.2,20.9,0,4,3.5,NNE,54,NNE,N,24,31,62,33,1020,1014.8,5,7,11.3,20.3,No,Yes
MelbourneAirport,14.9,18.8,0,7.4,0.3,N,61,N,N,31,30,58,58,1025.2,1022.5,8,7,15.9,18.3,No,No
NorfolkIsland,14.6,19,0,6,9.1,SW,54,SW,SSW,30,31,69,58,1021.9,1020.2,3,5,17,17.8,No,No
MountGambier,8.1,15.9,0.8,1.2,3.1,SW,35,WNW,SSW,9,22,92,88,1033.3,1031.7,3,7,12.5,14.7,No,Yes
Sydney,18.1,26,0,4.8,10.9,E,26,WNW,E,11,20,91,67,1017.9,1014.6,2,1,18.9,24.7,No,No
Melbourne,18,21.7,0,5.4,1.9,NNE,76,N,N,52,37,50,49,1019.1,1015.4,7,7,18.3,20.8,No,Yes
Watsonia,9.1,13.3,0,0.6,0.8,SSW,24,S,SSW,13,13,66,68,1032.6,1030.6,7,7,10.8,12.2,No,No
Cairns,23.2,30.5,0,5,8.1,SE,46,SSE,SE,20,26,80,65,1014.6,1012.6,3,3,26.7,29.1,No,No
MelbourneAirport,11.1,20.4,0,2.6,5.7,SW,24,SSW,WSW,13,7,75,60,1021,1018.7,8,1,13.2,18.2,No,No
Townsville,18,28.7,0,7.2,10.6,ENE,33,N,ENE,2,28,61,54,1016.2,1011.8,3,3,25.6,27.9,No,No
MountGambier,8.4,14.8,0.2,1.4,5,SW,24,SW,S,9,17,83,87,1034.9,1034.1,7,7,11.2,13.3,No,No
Sale,6.5,14.7,9.8,2.2,3.5,W,44,W,SW,19,26,88,66,1010.1,1012.8,8,8,10.1,13,Yes,No
Darwin,23,33.5,0,7.8,10.1,NNE,41,SE,NNW,9,24,67,46,1015.6,1011.9,4,3,27.6,30.5,No,No
Sale,13.8,15.3,18.8,3.2,0.7,SSW,26,S,S,17,13,87,92,1012.7,1013,8,8,13.9,13.3,Yes,No
AliceSprings,10.1,20.3,0,8,7.9,ESE,39,ESE,ESE,24,19,29,20,1024.3,1020.4,4,5,13.6,20.1,No,No
MelbourneAirport,5.9,14,1.6,3,2.7,WNW,50,NNW,NNW,13,7,65,68,1011.8,1010.8,5,7,10.2,11.9,Yes,Yes
Portland,10.3,17.8,0.4,1,12.3,SW,33,SSW,SSW,15,19,69,55,1009.9,1010.2,7,4,15,16.2,No,No
Townsville,13.8,27,0,7.6,8.2,ESE,48,S,E,7,33,46,49,1022.2,1019,3,6,21.1,26.1,No,No
Townsville,25.4,31.2,0,4.6,10.6,ENE,35,ESE,NE,13,22,74,71,1010.3,1006.4,7,6,28.4,29.8,No,No
Mildura,11.9,32.8,0,9,13.1,ESE,33,E,ENE,13,13,39,10,1019.8,1015.9,0,1,19.9,31.5,No,No
Mildura,10.7,15.1,5,4.2,1.7,WNW,44,S,SSE,2,7,100,94,1015.8,1011,8,8,12,14.3,Yes,Yes
Townsville,23.2,28.7,9.2,6.2,3.6,NE,33,ESE,ENE,9,20,73,70,1008.7,1005.6,7,7,26.5,28.2,Yes,Yes
Sale,4.2,21.5,0,2.8,9.4,NNW,48,NE,NNW,11,24,54,29,1016.7,1012,1,0,13.3,20.3,No,No
Watsonia,10.6,13.5,0,4,3,N,69,NNE,NNE,19,24,78,71,1024.7,1021.5,7,7,11.7,12.7,No,No
WaggaWagga,14.2,32.4,0,8,11.4,W,37,ESE,WNW,13,20,60,20,1016,1012.7,1,2,21.3,30.2,No,No
Nuriootpa,9,16.7,11.2,1.8,5.1,NW,63,W,W,31,33,97,63,1013.1,1013.1,8,6,13.7,16.2,Yes,Yes
SydneyAirport,17.3,23.6,4.8,4.2,6.2,ENE,39,E,E,26,30,73,55,1030.6,1029.9,7,7,20.2,22.8,Yes,No
Mildura,19.1,30.7,0,2.8,8.7,SE,20,ESE,S,9,11,100,58,1012.8,1011.9,8,5,20.4,28.6,No,No
AliceSprings,12.6,20.3,0,7.6,1.1,SSW,41,SW,SSW,4,13,42,61,1022.3,1020.3,7,7,15.8,17.7,No,No
MelbourneAirport,12.3,17.3,1.4,8.8,0.9,N,72,N,NNW,31,9,79,70,1015.7,1014.5,7,7,12.8,17,Yes,Yes
SydneyAirport,14.8,19.4,6,2.8,3.4,S,54,SSW,SSW,28,22,70,59,1022.1,1021.7,7,7,16.6,18.4,Yes,No
PerthAirport,7.7,15.3,4.8,0.6,9.5,SSW,46,S,S,19,19,79,38,1026.6,1024.7,1,3,10.2,15.1,Yes,No
MelbourneAirport,4.7,16.5,0,3,7.7,S,31,N,S,13,17,83,56,1020.4,1018.8,7,6,10.2,15.3,No,No
Perth,16,33.5,0,8.6,11.9,SW,39,ESE,SW,9,15,51,43,1019.1,1017.1,5,5,25.2,29.8,No,No
AliceSprings,4,25.9,0,6,11.3,SE,28,ENE,ESE,11,13,22,14,1022.7,1018.1,0,0,15.3,25,No,No
Watsonia,16.4,26.5,0,6.6,11.9,WSW,35,SE,WSW,9,19,64,51,1021.7,1018,5,0,19.3,25.3,No,No
Townsville,10.1,22,0,7.4,11,E,35,SSE,NE,7,22,44,42,1021.7,1018.3,2,1,17.8,20.7,No,No
Sydney,15.3,23.7,0,2.8,10.7,NE,35,WNW,NE,15,19,78,54,1028.1,1023.7,1,2,17.8,23,No,No
Perth,12.6,22.3,2.2,6.2,12.7,WSW,35,SW,SW,13,17,52,39,1023.2,1022.5,3,1,19.2,21.2,Yes,No
Sale,0,14.2,0,0.8,7.1,NW,17,NW,NNW,9,7,88,67,1020.1,1017.6,3,5,3.6,13.2,No,No
Cairns,17.9,26.5,0.6,7.6,5.7,SE,41,SSE,ESE,17,22,83,57,1020,1017.2,6,7,20.6,24.1,No,No
NorfolkIsland,17.2,21.4,11,1.2,5.2,SSE,41,WNW,S,11,20,89,83,1011.7,1010.7,7,5,19.9,19.2,Yes,Yes
Nuriootpa,4.7,11.7,0.8,1.5,6.6,S,31,SW,S,6,15,75,62,1027.3,1026.5,3,7,7.4,10.7,No,No
MountGambier,16.1,39.6,0,8.4,13.2,WSW,56,N,NW,24,33,23,10,1013.4,1012.1,1,1,27.8,39.2,No,No
WaggaWagga,9.8,30,0,6,11.1,ENE,26,ENE,W,15,9,54,17,1020.2,1016,1,5,18.2,29.8,No,No
Darwin,20,32.4,0,7.2,11.1,N,31,NNE,NNW,7,19,59,40,1015.4,1011.7,1,1,27.4,31.4,No,No
Darwin,21.1,32.5,0,6.8,10.5,E,43,ENE,E,22,13,42,20,1015.3,1011.6,5,7,24.3,31.9,No,No
MountGambier,7.1,13.4,0.2,2.4,5.7,SSW,48,SSE,S,13,30,69,64,1031.1,1030.1,8,7,10.1,12.1,No,No
Brisbane,23.3,31.1,0.2,4.8,10.6,ENE,30,NE,NE,11,13,59,56,1014.6,1010,5,3,29,30,No,No
Watsonia,13.1,26.6,0,7,13,SSW,41,W,SSW,9,19,66,45,1013.7,1011.8,3,7,18.1,24.6,No,No
Darwin,27.1,31,0,4.6,1.2,WNW,54,W,S,35,30,73,88,1005,1003.3,7,7,29.7,25.8,No,Yes
NorfolkIsland,16,20,1.6,5,8,SSW,54,SSW,WSW,26,9,51,82,1019.2,1019.5,3,5,18.2,16.1,Yes,No
AliceSprings,9.4,27.1,0,3.2,10.6,ENE,26,E,SE,2,17,59,29,1020.9,1017.3,1,1,17.9,26.8,No,No
SydneyAirport,12,25.7,0,5.4,10.7,NE,43,N,NE,11,24,61,49,1022.6,1016.3,0,3,19.6,24.1,No,No
PerthAirport,21.4,31.6,0,9.8,6.7,E,35,ENE,W,20,15,53,48,1015.2,1012.5,7,7,25.4,28.2,No,No
Perth,19.5,23.8,4.6,5,5.6,SW,44,NNW,SW,7,20,93,51,1007.2,1009.5,7,5,21.1,22.6,Yes,No
