Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
Williamtown,14.4,25.3,0,5.8,5.4,S,33,NW,SSW,13,19,76,57,1015.6,1015.1,5,5,19.1,24.4,No,No
Darwin,22.8,33.6,32.2,4.6,7.5,NNE,43,SE,ESE,15,7,68,52,1008.2,1004.9,7,7,28.5,33.2,Yes,No
AliceSprings,22.9,42.2,0,15,11.2,SE,56,N,SSW,28,13,8,6,1011.9,1008.1,0,5,36.5,39.8,No,No
Perth,13.5,17.3,19.4,3.2,5.4,W,52,W,W,17,20,76,53,1015.4,1016,7,5,13.8,15.2,Yes,Yes
Brisbane,20.1,32,0,8.8,12,E,24,ESE,ENE,7,11,57,46,1017.9,1014.5,2,1,26,29.6,No,No
SydneyAirport,16.2,23.5,0.8,4.2,8.3,SE,35,SSE,SE,15,19,75,62,1027.3,1026.3,6,2,20.2,22.1,No,No
MelbourneAirport,2.6,15.9,0,2.6,7.6,N,44,NW,N,7,31,82,57,1026.5,1021.8,1,7,8.2,14.3,No,No
Sale,7.5,15.5,10.2,2.2,8.2,WNW,94,NW,WNW,52,65,46,44,993.9,993.3,3,6,11.6,13.2,Yes,Yes
NorfolkIsland,14.6,20.4,3.4,2.6,9.8,W,50,WSW,WSW,28,31,72,60,1014.1,1013.4,1,1,18.4,19.8,Yes,No
Hobart,1.4,13.8,0.4,0.4,6.8,NNW,54,NNE,NNW,11,33,83,43,1027.1,1023.3,1,7,4.2,11.8,No,No
Townsville,23.1,29.1,78.4,3.2,0,NNE,81,E,NE,35,39,84,93,1004.1,999.8,8,8,26.6,26.5,Yes,Yes
Canberra,13.4,26.1,9.2,7.6,5,WNW,70,SE,N,2,17,78,49,1004.9,1000.8,7,8,18.9,25.6,Yes,Yes
WaggaWagga,3.2,26.9,0,4,11.6,NNW,54,E,NW,13,33,57,7,1018.1,1010.9,3,5,12.4,26.4,No,No
WaggaWagga,17.8,28.9,0,8,12.5,ENE,43,ENE,ENE,24,15,55,31,1023.8,1021.9,0,1,20.7,27.7,No,No
MelbourneAirport,7.4,15.2,0,1.6,6.7,SSE,22,W,S,7,13,78,57,1025.8,1023.3,5,4,10.7,14.7,No,No
SydneyAirport,19.9,23.8,2.2,2.6,2,S,50,SSW,S,26,31,81,74,1016.1,1015.7,7,7,21.1,22.2,Yes,No
MelbourneAirport,14.9,18.8,0,7.4,0.3,N,61,N,N,31,30,58,58,1025.2,1022.5,8,7,15.9,18.3,No,No
Cairns,19.8,28.8,0,4.4,7.4,SE,41,S,SE,17,31,65,61,1017.2,1015.4,2,5,24.4,25.6,No,No
SydneyAirport,19.8,29.3,0,8.6,10.9,SW,76,WNW,WSW,20,44,27,16,1004.3,1002,6,2,23.5,27,No,No
SydneyAirport,13.8,24.2,0,8.6,10.6,WSW,50,W,SE,26,19,37,30,1014.9,1011.9,1,2,17.1,21.8,No,No
MountGambier,8.3,18.7,12,6,11.7,W,54,WNW,W,24,33,66,46,1015,1017.9,6,4,15.4,18.1,Yes,No
AliceSprings,17.9,28.8,0,8.4,7.1,E,30,E,SSE,9,9,28,19,1015.9,1011,7,5,20.1,26.8,No,No
AliceSprings,18.8,39.5,0,11.8,11.9,NNW,33,ENE,N,19,13,21,13,1014,1010.2,5,5,31.3,37.4,No,No
Hobart,11.4,17.4,0,5,10.7,NNW,59,E,NNW,15,24,49,46,1016.7,1017.4,1,4,15.8,17,No,No
Melbourne,7.2,14.5,0,0.8,4.7,S,19,SW,SSW,7,7,88,66,1023.8,1023.5,7,5,9.4,13.4,No,No
AliceSprings,10.1,20.3,0,8,7.9,ESE,39,ESE,ESE,24,19,29,20,1024.3,1020.4,4,5,13.6,20.1,No,No
Woomera,15.4,31.9,0,13.4,12.9,SSE,44,SE,SSW,19,19,59,16,1020,1017.9,0,0,19.2,30.1,No,No
MelbourneAirport,5.9,14,1.6,3,2.7,WNW,50,NNW,NNW,13,7,65,68,1011.8,1010.8,5,7,10.2,11.9,Yes,Yes
Portland,10.3,17.8,0.4,1,12.3,SW,33,SSW,SSW,15,19,69,55,1009.9,1010.2,7,4,15,16.2,No,No
Townsville,13.8,27,0,7.6,8.2,ESE,48,S,E,7,33,46,49,1022.2,1019,3,6,21.1,26.1,No,No
Nuriootpa,9,16.7,11.2,1.8,5.1,NW,63,W,W,31,33,97,63,1013.1,1013.1,8,6,13.7,16.2,Yes,Yes
SydneyAirport,21.1,29.1,0,8.2,12.9,ENE,35,WSW,ENE,7,26,62,56,1008.7,1005.5,3,2,25.2,27.9,No,No
MelbourneAirport,12.3,17.3,1.4,8.8,0.9,N,72,N,NNW,31,9,79,70,1015.7,1014.5,7,7,12.8,17,Yes,Yes
Sydney,6.1,18.4,0,3.2,8.8,W,35,W,SSW,22,11,64,56,1023.2,1020.7,1,6,8.8,15.6,No,No
WaggaWagga,19.8,35.7,0,11,12.7,NE,43,ENE,WNW,22,20,53,22,1015.9,1011.7,1,3,24.2,34.2,No,No
MelbourneAirport,4.7,16.5,0,3,7.7,S,31,N,S,13,17,83,56,1020.4,1018.8,7,6,10.2,15.3,No,No
AliceSprings,4,25.9,0,6,11.3,SE,28,ENE,ESE,11,13,22,14,1022.7,1018.1,0,0,15.3,25,No,No
Watsonia,16.4,26.5,0,6.6,11.9,WSW,35,SE,WSW,9,19,64,51,1021.7,1018,5,0,19.3,25.3,No,No
Darwin,24.7,31.6,0.4,3.2,5.7,ENE,33,ENE,W,9,7,83,71,1011.8,1009.4,7,7,28.3,29.8,No,Yes
Townsville,10.1,22,0,7.4,11,E,35,SSE,NE,7,22,44,42,1021.7,1018.3,2,1,17.8,20.7,No,No
Sydney,15.3,23.7,0,2.8,10.7,NE,35,WNW,NE,15,19,78,54,1028.1,1023.7,1,2,17.8,23,No,No
Perth,12.6,22.3,2.2,6.2,12.7,WSW,35,SW,SW,13,17,52,39,1023.2,1022.5,3,1,19.2,21.2,Yes,No
CoffsHarbour,6.6,19.3,0,2.8,10.5,WSW,26,SW,E,17,15,68,52,1027.8,1023.9,1,1,16.8,19.1,No,No
Sale,0,14.2,0,0.8,7.1,NW,17,NW,NNW,9,7,88,67,1020.1,1017.6,3,5,3.6,13.2,No,No
MountGambier,9.3,20.4,0.2,6.4,9.2,SSE,48,SE,SSE,11,28,71,48,1027,1024.6,7,4,14.9,18.9,No,No
Cairns,17.9,26.5,0.6,7.6,5.7,SE,41,SSE,ESE,17,22,83,57,1020,1017.2,6,7,20.6,24.1,No,No
NorfolkIsland,17.2,21.4,11,1.2,5.2,SSE,41,WNW,S,11,20,89,83,1011.7,1010.7,7,5,19.9,19.2,Yes,Yes
CoffsHarbour,17.1,24.2,0.4,2.4,8.2,SSW,76,SSW,S,26,28,73,69,1014.1,1012.7,3,7,21.5,20.8,No,No
Watsonia,11.8,16.3,8,7.4,3.7,WNW,50,SSW,SSW,19,20,99,62,1017.8,1019.8,8,7,11.8,14.9,Yes,Yes
Nuriootpa,4.7,11.7,0.8,1.5,6.6,S,31,SW,S,6,15,75,62,1027.3,1026.5,3,7,7.4,10.7,No,No
MountGambier,16.1,39.6,0,8.4,13.2,WSW,56,N,NW,24,33,23,10,1013.4,1012.1,1,1,27.8,39.2,No,No
WaggaWagga,9.8,30,0,6,11.1,ENE,26,ENE,W,15,9,54,17,1020.2,1016,1,5,18.2,29.8,No,No
MountGambier,11.7,23.9,0,6.4,12.7,SE,56,SE,SE,37,33,47,29,1023.7,1022,1,1,17.3,22.5,No,No
Darwin,20,32.4,0,7.2,11.1,N,31,NNE,NNW,7,19,59,40,1015.4,1011.7,1,1,27.4,31.4,No,No
Townsville,22.3,31,0,9.4,11.6,ENE,39,ESE,ENE,11,28,67,58,1011.9,1009.5,1,2,28,30.1,No,No
Hobart,3.4,15.2,0,1,8.4,NNW,24,NNW,NNW,13,13,75,44,1024.2,1020.8,1,1,8.2,14.3,No,No
Darwin,21.1,32.5,0,6.8,10.5,E,43,ENE,E,22,13,42,20,1015.3,1011.6,5,7,24.3,31.9,No,No
Cairns,22.8,31.6,5.8,3,8.9,SE,37,S,SE,15,26,69,52,1011.6,1008.2,7,3,27.1,30.6,Yes,Yes
NorfolkIsland,16,20,1.6,5,8,SSW,54,SSW,WSW,26,9,51,82,1019.2,1019.5,3,5,18.2,16.1,Yes,No
SydneyAirport,12,25.7,0,5.4,10.7,NE,43,N,NE,11,24,61,49,1022.6,1016.3,0,3,19.6,24.1,No,No
Perth,19.5,23.8,4.6,5,5.6,SW,44,NNW,SW,7,20,93,51,1007.2,1009.5,7,5,21.1,22.6,Yes,No
Brisbane,7.8,22,0,2,9.8,NW,17,SW,NW,7,7,70,46,1021.7,1017.2,1,1,13.1,21.9,No,No
SydneyAirport,11.7,17,0,5.4,10,W,76,WNW,WSW,57,39,43,31,1007.8,1013.9,1,3,14.5,16.1,No,No
SydneyAirport,6.1,15.7,0,3.8,9.5,SW,50,WNW,S,19,24,58,59,1029.7,1029,1,1,10.5,15.2,No,No
WaggaWagga,5.6,13.9,16.6,1.6,5.1,WSW,54,W,SW,17,37,96,58,1006.4,1008.5,8,2,7.7,13.5,Yes,No
Woomera,26.7,44.1,0,19.4,6.3,SW,74,E,WSW,17,24,15,3,1008.5,1004.9,5,7,32.9,41.7,No,No
Hobart,16.7,17.4,0,4,2.6,S,59,SSE,S,11,24,61,51,1017.6,1020.3,7,7,17.2,14.9,No,No
Watsonia,6.4,18,3.2,2.4,11.3,SSW,30,ENE,SW,9,15,67,51,1027.1,1025.7,4,1,11.7,17.2,Yes,No
SydneyAirport,10.4,20.8,8.2,3.4,8.6,WNW,41,NNW,N,19,22,67,39,1019.9,1017.4,1,5,15,20.5,Yes,No
Sydney,9.7,19.1,0,3.2,9.5,W,41,W,S,24,15,59,50,1014.4,1011.6,2,4,11.8,16.6,No,No
SydneyAirport,13.8,21.6,0.6,0.2,3.4,NNW,30,WNW,SE,11,13,86,64,1024.6,1021.9,7,4,14.7,19.9,No,Yes
